time,low,high,open,close,volume
2022-07-29 00:05:00,1724.54,1726.83,1726.13,1725.69,427.25687841
2022-07-29 00:10:00,1717.75,1726.12,1725.58,1720.65,626.61484982
2022-07-29 00:15:00,1689.45,1720.89,1720.67,1699.02,5657.57108898
2022-07-29 00:20:00,1696.42,1706.89,1698.96,1703.48,1965.35987587
2022-07-29 00:25:00,1699.33,1705.85,1703.82,1699.94,1266.10277661
2022-07-29 00:30:00,1698.94,1722.57,1699.94,1715.59,1749.64404764
2022-07-29 00:35:00,1714.84,1725.8,1715.56,1723.24,1175.56465917
2022-07-29 00:40:00,1717.79,1724.77,1722.77,1723.54,748.42828841
2022-07-29 00:45:00,1721.42,1734.2,1723.54,1727.44,1130.70171766
2022-07-29 00:50:00,1724.65,1729.99,1727.49,1726.36,735.37401418
2022-07-29 00:55:00,1720.85,1732.22,1726.26,1726.3,894.44943388
2022-07-29 01:00:00,1724.41,1728.6,1726.33,1727.89,346.79592422
2022-07-29 01:05:00,1721.33,1728.14,1727.89,1721.85,497.83806255
2022-07-29 01:10:00,1720.55,1723.59,1721.74,1721.66,311.88455445
2022-07-29 01:15:00,1720.11,1726.37,1721.54,1723.53,457.35913145
2022-07-29 01:20:00,1720.51,1724.18,1723.52,1721.54,331.12978004
2022-07-29 01:25:00,1707.43,1723.51,1721.74,1714.79,3693.05417593
2022-07-29 01:30:00,1699.64,1715.21,1714.78,1706.6,5907.35740293
2022-07-29 01:35:00,1696.92,1710.78,1706.6,1705.04,7587.57568589
2022-07-29 01:40:00,1695.19,1707.0,1704.87,1702.62,9444.90181307
2022-07-29 01:45:00,1702.55,1711.46,1702.62,1710.21,1803.21509034
2022-07-29 01:50:00,1708.0,1711.57,1710.16,1709.87,579.25578924
2022-07-29 01:55:00,1708.3,1719.96,1709.91,1715.91,693.76672913
2022-07-29 02:00:00,1708.3,1717.88,1715.48,1709.11,713.38195785
2022-07-29 02:05:00,1709.21,1716.89,1709.21,1715.4,471.98576259
2022-07-29 02:10:00,1713.78,1719.98,1715.4,1718.53,549.83205495
2022-07-29 02:15:00,1716.74,1725.1,1718.62,1724.99,712.37878178
2022-07-29 02:20:00,1703.71,1724.71,1724.7,1703.71,795.37571278
2022-07-29 02:25:00,1703.71,1714.29,1703.71,1712.93,564.38082813
2022-07-29 02:30:00,1708.76,1713.05,1712.93,1710.84,664.99414503
2022-07-29 02:35:00,1709.4,1714.27,1710.84,1711.66,536.12583398
2022-07-29 02:40:00,1710.23,1717.64,1711.86,1716.12,1427.84740345
2022-07-29 02:45:00,1709.19,1716.77,1716.46,1709.59,441.39426287
2022-07-29 02:50:00,1706.52,1711.33,1709.48,1707.89,235.99136983
2022-07-29 02:55:00,1707.48,1713.87,1707.88,1713.26,379.30769898
2022-07-29 03:00:00,1712.01,1716.26,1713.15,1713.09,372.65749565
2022-07-29 03:05:00,1708.43,1715.84,1713.09,1715.31,416.98623259
2022-07-29 03:10:00,1714.81,1720.0,1715.28,1717.33,630.37270562
2022-07-29 03:15:00,1717.25,1720.71,1717.33,1719.7,305.97018233
2022-07-29 03:20:00,1716.8,1721.59,1719.7,1721.24,483.49360346
2022-07-29 03:25:00,1716.19,1720.96,1720.92,1717.22,219.75544287
2022-07-29 03:30:00,1716.51,1721.8,1717.39,1721.64,619.56752366
2022-07-29 03:35:00,1719.3,1725.66,1721.79,1723.04,556.23920129
2022-07-29 03:40:00,1721.82,1727.45,1723.04,1725.36,509.35418167
2022-07-29 03:45:00,1724.45,1727.05,1725.33,1725.97,272.95571235
2022-07-29 03:50:00,1725.38,1729.39,1726.21,1727.55,444.46166434
2022-07-29 03:55:00,1726.04,1730.49,1728.04,1727.28,598.19444536
2022-07-29 04:00:00,1725.36,1728.28,1727.33,1726.09,288.4917831
2022-07-29 04:05:00,1723.36,1730.05,1726.29,1729.86,580.62270833
2022-07-29 04:10:00,1726.46,1730.49,1729.73,1726.88,306.39120642
2022-07-29 04:15:00,1725.75,1727.96,1726.88,1727.64,644.41435982
2022-07-29 04:20:00,1727.16,1731.96,1727.64,1731.46,477.50887263
2022-07-29 04:25:00,1727.91,1734.28,1731.3,1731.07,690.53657085
2022-07-29 04:30:00,1728.01,1740.61,1730.81,1736.57,726.2826692
2022-07-29 04:35:00,1728.62,1737.88,1736.45,1729.32,559.79168386
2022-07-29 04:40:00,1728.77,1735.87,1729.45,1735.59,466.92888527
2022-07-29 04:45:00,1733.22,1739.06,1735.05,1736.44,363.99393014
2022-07-29 04:50:00,1734.97,1743.64,1736.53,1740.14,659.72743906
2022-07-29 04:55:00,1738.71,1742.84,1740.14,1740.72,470.53780486
2022-07-29 05:00:00,1736.66,1741.11,1740.52,1737.42,680.9357658
2022-07-29 05:05:00,1731.24,1740.36,1737.41,1732.82,797.09817938
2022-07-29 05:10:00,1719.93,1734.74,1732.93,1724.47,1706.04369261
2022-07-29 05:15:00,1722.84,1728.2,1724.62,1727.6,962.29638166
2022-07-29 05:20:00,1721.83,1728.26,1727.77,1724.8,420.11984641
2022-07-29 05:25:00,1722.98,1726.28,1724.8,1725.67,682.12126307
2022-07-29 05:30:00,1723.68,1730.9,1725.68,1730.9,666.92184229
2022-07-29 05:35:00,1730.79,1741.05,1730.9,1737.17,1488.22104982
2022-07-29 05:40:00,1732.6,1738.38,1736.32,1734.88,527.24727649
2022-07-29 05:45:00,1733.54,1739.64,1734.78,1736.14,755.21239651
2022-07-29 05:50:00,1724.37,1736.71,1736.06,1727.91,899.03497429
2022-07-29 05:55:00,1726.36,1730.76,1727.53,1728.63,468.40972339
2022-07-29 06:00:00,1725.1,1729.73,1728.79,1729.38,534.85831862
2022-07-29 06:05:00,1724.71,1729.52,1729.12,1725.63,433.50345673
2022-07-29 06:10:00,1724.16,1727.96,1725.62,1724.45,446.39035058
2022-07-29 06:15:00,1720.85,1726.98,1724.45,1726.1,261.81403895
2022-07-29 06:20:00,1724.48,1736.67,1726.46,1736.37,472.50546192
2022-07-29 06:25:00,1731.29,1736.37,1736.25,1732.38,343.6591234
2022-07-29 06:30:00,1731.87,1738.21,1732.47,1736.96,240.90407432
2022-07-29 06:35:00,1735.58,1752.51,1737.07,1743.13,2081.02852863
2022-07-29 06:40:00,1736.28,1746.49,1743.15,1739.51,567.92747707
2022-07-29 06:45:00,1724.0,1739.94,1739.34,1728.17,1000.37090914
2022-07-29 06:50:00,1717.3,1728.36,1728.28,1724.65,717.27361381
2022-07-29 06:55:00,1711.48,1725.02,1724.62,1716.0,406.34212168
2022-07-29 07:00:00,1709.39,1720.7,1716.0,1719.22,511.82832662
2022-07-29 07:05:00,1717.36,1721.82,1719.22,1719.36,273.1672221
2022-07-29 07:10:00,1708.23,1720.03,1719.93,1714.5,327.45095254
2022-07-29 07:15:00,1708.96,1717.65,1713.89,1711.55,280.18691198
2022-07-29 07:20:00,1706.56,1714.39,1711.01,1714.38,667.20661992
2022-07-29 07:25:00,1709.05,1714.5,1714.38,1710.97,397.97373181
2022-07-29 07:30:00,1709.81,1717.14,1710.98,1716.41,584.4784723
2022-07-29 07:35:00,1715.93,1721.7,1716.4,1719.63,292.52212606
2022-07-29 07:40:00,1714.55,1719.72,1719.62,1715.36,267.02507023
2022-07-29 07:45:00,1714.46,1718.75,1715.52,1715.2,338.759245
2022-07-29 07:50:00,1715.1,1719.34,1715.19,1718.4,314.85160604
2022-07-29 07:55:00,1714.86,1719.53,1718.46,1716.21,264.28640837
2022-07-29 08:00:00,1709.83,1716.62,1715.91,1710.25,488.39637223
2022-07-29 08:05:00,1701.25,1710.96,1710.21,1701.95,933.58023993
2022-07-29 08:10:00,1693.0,1712.39,1702.03,1711.67,2409.83698803
2022-07-29 08:15:00,1708.32,1718.28,1711.61,1717.83,591.34477968
2022-07-29 08:20:00,1714.88,1720.24,1717.39,1715.65,417.19716699
2022-07-29 08:25:00,1709.76,1717.74,1715.65,1716.57,705.57069304
2022-07-29 08:30:00,1714.21,1718.95,1716.33,1715.68,357.16916017
2022-07-29 08:35:00,1711.0,1715.79,1715.61,1711.66,325.45137488
2022-07-29 08:40:00,1710.81,1724.82,1711.33,1721.77,761.89211246
2022-07-29 08:45:00,1717.36,1726.03,1721.69,1718.08,624.02618324
2022-07-29 08:50:00,1716.2,1721.94,1717.99,1719.53,283.32151999
2022-07-29 08:55:00,1718.76,1723.31,1719.27,1720.17,294.50984616
2022-07-29 09:00:00,1715.62,1720.65,1720.31,1717.85,216.863506
2022-07-29 09:05:00,1713.05,1719.49,1717.83,1718.79,362.26557706
2022-07-29 09:10:00,1718.09,1721.45,1719.19,1721.45,313.48058707
2022-07-29 09:15:00,1720.09,1725.42,1721.5,1722.62,204.5963151
2022-07-29 09:20:00,1717.3,1724.82,1722.78,1718.85,479.98109808
2022-07-29 09:25:00,1718.5,1722.82,1719.52,1722.68,200.9529243
2022-07-29 09:30:00,1718.42,1724.7,1722.37,1723.91,272.72683841
2022-07-29 09:35:00,1722.84,1730.21,1723.87,1724.78,389.26679596
2022-07-29 09:40:00,1723.04,1726.43,1725.06,1724.14,176.56346367
2022-07-29 09:45:00,1722.0,1725.54,1724.01,1723.04,331.49376874
2022-07-29 09:50:00,1721.71,1726.34,1723.06,1723.8,236.23676988
2022-07-29 09:55:00,1722.75,1731.21,1723.6,1728.88,402.53511677
2022-07-29 10:00:00,1726.06,1731.31,1729.26,1728.08,436.64805232
2022-07-29 10:05:00,1727.0,1732.07,1727.91,1730.07,386.25016715
2022-07-29 10:10:00,1728.66,1733.49,1729.88,1730.47,472.77290091
2022-07-29 10:15:00,1722.86,1732.92,1730.53,1723.23,766.15242121
2022-07-29 10:20:00,1720.43,1727.14,1723.22,1722.97,320.85401347
2022-07-29 10:25:00,1717.02,1723.61,1723.09,1720.39,350.81228762
2022-07-29 10:30:00,1717.6,1721.95,1720.46,1718.84,188.97237835
2022-07-29 10:35:00,1717.77,1725.09,1718.8,1724.85,410.49962998
2022-07-29 10:40:00,1719.81,1725.15,1724.67,1721.21,200.06704145
2022-07-29 10:45:00,1720.66,1726.7,1721.25,1725.79,504.7632345
2022-07-29 10:50:00,1724.19,1728.08,1725.79,1727.04,2030.50805337
2022-07-29 10:55:00,1720.05,1728.04,1727.11,1721.72,459.5053833
2022-07-29 11:00:00,1717.96,1722.08,1721.42,1719.82,445.02863348
2022-07-29 11:05:00,1713.95,1719.86,1719.65,1714.67,423.39523834
2022-07-29 11:10:00,1710.1,1715.57,1714.67,1711.98,540.28085612
2022-07-29 11:15:00,1708.22,1714.76,1711.98,1711.98,353.74278705
2022-07-29 11:20:00,1703.95,1712.77,1711.98,1706.25,628.72966633
2022-07-29 11:25:00,1694.86,1706.71,1706.53,1696.35,955.45361836
2022-07-29 11:30:00,1683.47,1699.42,1696.27,1684.19,1873.17998756
2022-07-29 11:35:00,1680.48,1689.28,1684.32,1684.77,2106.56468644
2022-07-29 11:40:00,1668.18,1687.36,1684.77,1675.07,3005.497151
2022-07-29 11:45:00,1670.06,1681.67,1675.06,1677.27,2170.45662818
2022-07-29 11:50:00,1676.99,1687.55,1677.3,1681.76,814.85130848
2022-07-29 11:55:00,1681.25,1686.39,1681.57,1681.97,501.03809487
2022-07-29 12:00:00,1673.64,1684.88,1681.82,1674.11,717.90197308
2022-07-29 12:05:00,1674.38,1683.99,1674.46,1680.88,1374.80468897
2022-07-29 12:10:00,1674.07,1680.94,1680.83,1674.67,438.28729286
2022-07-29 12:15:00,1668.64,1685.0,1674.85,1683.78,1464.82773636
2022-07-29 12:20:00,1677.77,1685.25,1683.91,1679.13,483.42855637
2022-07-29 12:25:00,1678.23,1683.73,1678.95,1679.48,1253.47663847
2022-07-29 12:30:00,1669.26,1683.42,1679.58,1671.43,2063.72011285
2022-07-29 12:35:00,1662.0,1676.04,1671.91,1668.67,2061.02829381
2022-07-29 12:40:00,1658.46,1671.33,1668.68,1658.86,2027.18009421
2022-07-29 12:45:00,1655.47,1664.5,1658.86,1659.26,1916.50878882
2022-07-29 12:50:00,1658.39,1671.64,1658.85,1669.73,966.91399231
2022-07-29 12:55:00,1665.51,1670.14,1669.63,1667.0,544.03160127
2022-07-29 13:00:00,1660.48,1668.69,1667.01,1662.26,776.13567884
2022-07-29 13:05:00,1660.06,1669.52,1662.34,1669.25,1053.0069962
2022-07-29 13:10:00,1663.21,1669.34,1669.25,1665.74,1035.59660337
2022-07-29 13:15:00,1663.47,1670.56,1665.48,1668.22,1837.24831492
2022-07-29 13:20:00,1667.51,1678.52,1668.42,1674.94,1464.23439404
2022-07-29 13:25:00,1673.51,1682.53,1674.93,1677.0,1074.06515125
2022-07-29 13:30:00,1670.03,1680.17,1676.96,1672.14,1287.26125647
2022-07-29 13:35:00,1662.61,1674.66,1672.05,1674.35,1671.02557534
2022-07-29 13:40:00,1672.98,1696.76,1674.07,1688.63,2484.35086082
2022-07-29 13:45:00,1687.81,1706.7,1688.65,1701.45,4202.95292331
2022-07-29 13:50:00,1700.0,1706.88,1700.65,1701.29,1942.9316583
2022-07-29 13:55:00,1696.99,1708.83,1701.26,1699.96,1550.5486489
2022-07-29 14:00:00,1696.48,1711.91,1699.76,1708.9,2227.67948509
2022-07-29 14:05:00,1707.86,1721.95,1708.51,1716.24,1776.70100746
2022-07-29 14:10:00,1715.63,1737.76,1716.68,1733.95,2970.31455027
2022-07-29 14:15:00,1727.8,1740.37,1734.49,1736.04,1737.13306054
2022-07-29 14:20:00,1731.91,1741.72,1736.48,1737.54,2709.15082037
2022-07-29 14:25:00,1734.83,1747.71,1737.59,1735.65,2009.73480779
2022-07-29 14:30:00,1728.0,1738.88,1735.75,1729.26,2516.85843933
2022-07-29 14:35:00,1728.78,1740.71,1729.33,1740.18,1166.82836613
2022-07-29 14:40:00,1735.66,1746.72,1740.22,1735.66,1629.34720278
2022-07-29 14:45:00,1731.6,1737.83,1735.61,1733.03,1024.09647524
2022-07-29 14:50:00,1731.32,1736.49,1733.08,1734.02,894.30230223
2022-07-29 14:55:00,1723.9,1736.31,1733.91,1725.04,1432.71669414
2022-07-29 15:00:00,1715.55,1727.41,1724.99,1717.01,3560.56834361
2022-07-29 15:05:00,1716.82,1727.67,1717.22,1726.09,2347.47601289
2022-07-29 15:10:00,1720.3,1728.17,1726.02,1723.98,1099.91216977
2022-07-29 15:15:00,1713.96,1726.24,1724.22,1725.37,1959.04419235
2022-07-29 15:20:00,1719.34,1727.4,1725.36,1719.72,1147.47173676
2022-07-29 15:25:00,1711.53,1723.11,1719.88,1712.13,1097.12343324
2022-07-29 15:30:00,1711.54,1720.27,1712.06,1717.3,2667.13407699
2022-07-29 15:35:00,1716.59,1724.98,1717.19,1723.1,785.85863194
2022-07-29 15:40:00,1720.58,1725.19,1723.1,1724.16,641.78895016
2022-07-29 15:45:00,1721.3,1725.2,1724.11,1722.06,630.20608212
2022-07-29 15:50:00,1720.2,1724.52,1722.12,1721.49,786.4845369
2022-07-29 15:55:00,1717.85,1724.0,1721.64,1722.2,630.5758026
2022-07-29 16:00:00,1696.15,1723.41,1722.51,1700.5,3633.21296988
2022-07-29 16:05:00,1686.14,1701.72,1700.63,1688.92,3585.16617654
2022-07-29 16:10:00,1675.5,1690.63,1689.14,1676.95,1902.45442752
2022-07-29 16:15:00,1676.52,1686.69,1677.32,1682.93,1908.9908445
2022-07-29 16:20:00,1674.12,1685.6,1682.99,1677.34,1554.92100822
2022-07-29 16:25:00,1669.05,1678.98,1677.74,1670.11,4228.33113276
2022-07-29 16:30:00,1669.46,1682.02,1670.04,1677.85,1863.45274327
2022-07-29 16:35:00,1672.63,1678.27,1678.14,1675.15,1279.95606929
2022-07-29 16:40:00,1671.49,1678.54,1674.94,1677.67,1558.2178823
2022-07-29 16:45:00,1673.53,1684.98,1677.68,1683.75,2013.5822877
2022-07-29 16:50:00,1682.68,1698.84,1684.02,1695.61,1835.83848138
2022-07-29 16:55:00,1690.66,1695.92,1695.62,1692.25,1303.33202765
2022-07-29 17:00:00,1680.6,1692.96,1692.25,1686.52,1618.82381533
2022-07-29 17:05:00,1682.03,1689.33,1686.51,1687.01,999.58606045
2022-07-29 17:10:00,1681.07,1688.61,1687.01,1681.83,1222.62222941
2022-07-29 17:15:00,1681.45,1687.95,1681.86,1685.38,706.543307
2022-07-29 17:20:00,1676.51,1687.18,1685.53,1678.28,2017.62372733
2022-07-29 17:25:00,1673.76,1679.92,1678.29,1678.45,1597.06438828
2022-07-29 17:30:00,1677.66,1687.69,1678.34,1684.49,600.21618302
2022-07-29 17:35:00,1684.21,1696.06,1684.48,1691.23,1294.39409093
2022-07-29 17:40:00,1688.65,1696.36,1691.31,1694.44,811.66006415
2022-07-29 17:45:00,1693.43,1706.79,1694.5,1702.63,1551.53506234
2022-07-29 17:50:00,1696.26,1703.28,1702.7,1698.19,934.09491756
2022-07-29 17:55:00,1695.23,1701.2,1698.07,1695.76,565.71606033
2022-07-29 18:00:00,1692.0,1703.41,1695.74,1701.85,831.56290553
2022-07-29 18:05:00,1701.33,1712.22,1701.93,1709.1,1124.68581465
2022-07-29 18:10:00,1708.66,1735.55,1709.09,1734.16,3085.55216513
2022-07-29 18:15:00,1727.75,1736.26,1733.58,1734.24,1306.66416973
2022-07-29 18:20:00,1726.79,1734.51,1734.31,1730.8,1173.60013201
2022-07-29 18:25:00,1715.02,1734.57,1730.83,1722.39,1525.34593731
2022-07-29 18:30:00,1717.68,1724.33,1722.3,1718.62,1097.63605933
2022-07-29 18:35:00,1718.24,1730.0,1718.62,1726.18,1521.42345957
2022-07-29 18:40:00,1716.25,1727.9,1726.26,1723.57,1047.71652038
2022-07-29 18:45:00,1722.54,1730.0,1723.41,1726.64,905.40761461
2022-07-29 18:50:00,1722.76,1728.0,1726.64,1727.18,544.7216411
2022-07-29 18:55:00,1721.65,1729.01,1727.0,1723.4,1177.14120683
2022-07-29 19:00:00,1720.73,1731.32,1723.98,1731.32,1222.99388183
2022-07-29 19:05:00,1723.76,1731.31,1731.31,1724.76,487.50739901
2022-07-29 19:10:00,1718.85,1725.37,1724.6,1721.24,954.45901635
2022-07-29 19:15:00,1715.36,1721.66,1721.08,1721.06,609.10717338
2022-07-29 19:20:00,1713.68,1722.21,1721.11,1718.25,1421.62004712
2022-07-29 19:25:00,1716.6,1720.41,1718.19,1717.48,547.86709832
2022-07-29 19:30:00,1709.77,1721.24,1717.66,1718.7,1244.91016769
2022-07-29 19:35:00,1713.79,1720.55,1718.84,1718.87,1853.31268166
2022-07-29 19:40:00,1716.26,1724.51,1719.01,1722.09,1148.15038695
2022-07-29 19:45:00,1721.51,1729.27,1721.51,1727.69,1178.84028469
2022-07-29 19:50:00,1721.31,1731.59,1727.7,1723.98,2737.71684493
2022-07-29 19:55:00,1712.1,1728.92,1724.35,1725.83,3519.66997096
2022-07-29 20:00:00,1716.87,1728.26,1725.1,1717.66,1223.28441805
2022-07-29 20:05:00,1716.85,1740.72,1717.46,1739.96,1598.23991248
2022-07-29 20:10:00,1717.75,1739.97,1739.96,1717.77,1802.21777156
2022-07-29 20:15:00,1717.39,1727.53,1717.75,1724.99,704.75802941
2022-07-29 20:20:00,1719.78,1727.55,1725.12,1722.46,841.9683574
2022-07-29 20:25:00,1719.79,1726.7,1722.46,1720.58,490.68751733
2022-07-29 20:30:00,1720.46,1728.44,1720.86,1725.43,485.21222298
2022-07-29 20:35:00,1725.23,1734.82,1725.49,1727.96,753.20750317
2022-07-29 20:40:00,1721.76,1727.79,1727.78,1725.68,464.79747534
2022-07-29 20:45:00,1724.86,1739.52,1725.62,1734.7,879.2048089
2022-07-29 20:50:00,1725.75,1738.0,1735.01,1730.87,516.66929851
2022-07-29 20:55:00,1727.7,1735.25,1730.63,1733.34,796.20268835
2022-07-29 21:00:00,1730.0,1739.57,1733.49,1735.3,545.90393159
2022-07-29 21:05:00,1730.68,1738.33,1735.29,1732.87,590.89651777
2022-07-29 21:10:00,1726.26,1733.4,1732.71,1727.1,868.53168568
2022-07-29 21:15:00,1722.04,1728.57,1727.15,1724.45,661.85782561
2022-07-29 21:20:00,1722.18,1734.28,1724.45,1730.73,589.6679267
2022-07-29 21:25:00,1725.13,1730.98,1730.59,1726.1,498.48884867
2022-07-29 21:30:00,1711.56,1726.2,1726.14,1714.07,581.57299797
2022-07-29 21:35:00,1704.6,1717.33,1714.03,1704.77,1397.23551593
2022-07-29 21:40:00,1704.16,1710.4,1704.81,1709.82,906.86529169
2022-07-29 21:45:00,1703.29,1714.03,1709.97,1711.9,748.70799918
2022-07-29 21:50:00,1711.23,1722.9,1711.64,1713.55,701.52581143
2022-07-29 21:55:00,1711.62,1717.84,1713.42,1717.18,351.07154011
2022-07-29 22:00:00,1713.89,1718.96,1717.17,1715.48,578.48627794
2022-07-29 22:05:00,1714.11,1718.53,1715.45,1714.88,294.40465453
2022-07-29 22:10:00,1712.39,1719.39,1715.19,1718.97,635.44179292
2022-07-29 22:15:00,1711.5,1721.01,1719.01,1716.05,423.89468552
2022-07-29 22:20:00,1715.44,1722.82,1715.9,1721.53,743.58567876
2022-07-29 22:25:00,1721.68,1735.0,1721.68,1732.16,1670.99159815
2022-07-29 22:30:00,1727.46,1733.08,1732.15,1733.08,742.53222198
2022-07-29 22:35:00,1730.47,1736.2,1732.96,1735.4,850.39332001
2022-07-29 22:40:00,1734.52,1745.0,1735.39,1739.18,1294.27718287
2022-07-29 22:45:00,1737.26,1742.6,1739.17,1738.45,645.81046257
2022-07-29 22:50:00,1734.73,1743.43,1738.45,1741.02,632.23932926
2022-07-29 22:55:00,1739.45,1743.42,1741.02,1742.19,405.84453678
2022-07-29 23:00:00,1737.61,1743.53,1742.15,1738.71,543.1784062
2022-07-29 23:05:00,1738.13,1754.49,1738.89,1754.49,1345.39229275
2022-07-29 23:10:00,1749.96,1765.79,1753.9,1763.62,1712.14205341
2022-07-29 23:15:00,1756.07,1764.18,1763.51,1758.52,1034.33007478
