time,low,high,open,close,volume
2022-07-29 23:20:00,1757.16,1766.12,1758.67,1758.95,770.56204131
2022-07-29 23:25:00,1756.5,1766.56,1758.97,1761.8,780.41139763
2022-07-29 23:30:00,1759.83,1766.26,1761.83,1761.06,1199.20395602
2022-07-29 23:35:00,1749.39,1761.61,1761.06,1752.64,1370.16711112
2022-07-29 23:40:00,1750.55,1756.45,1752.81,1753.15,479.90897862
2022-07-29 23:45:00,1743.67,1754.74,1753.32,1744.82,995.83819729
2022-07-29 23:50:00,1720.9,1745.34,1744.68,1720.9,1608.4664314
2022-07-29 23:55:00,1720.51,1733.32,1720.9,1722.25,1538.90173251
2022-07-30 00:00:00,1721.53,1728.04,1722.46,1725.26,923.89229712
2022-07-30 00:05:00,1718.04,1727.86,1725.08,1727.61,1061.29525555
2022-07-30 00:10:00,1725.4,1733.52,1727.52,1727.09,534.90013212
2022-07-30 00:15:00,1726.84,1736.13,1727.05,1735.84,577.49490139
2022-07-30 00:20:00,1729.81,1735.94,1735.89,1731.54,543.05596872
2022-07-30 00:25:00,1728.8,1732.2,1731.68,1730.2,298.29500668
2022-07-30 00:30:00,1716.61,1730.83,1730.2,1719.29,828.17571715
2022-07-30 00:35:00,1716.25,1724.56,1719.46,1721.03,703.9101361
2022-07-30 00:40:00,1719.24,1724.74,1721.04,1724.57,603.93461848
2022-07-30 00:45:00,1724.56,1735.22,1724.74,1727.47,829.04592875
2022-07-30 00:50:00,1727.05,1731.73,1727.16,1728.96,334.05925871
2022-07-30 00:55:00,1729.01,1732.86,1729.28,1730.54,630.18670429
2022-07-30 01:00:00,1723.95,1730.88,1730.47,1729.59,519.64946043
2022-07-30 01:05:00,1725.9,1733.83,1729.78,1726.18,570.19352767
2022-07-30 01:10:00,1717.8,1726.08,1726.08,1719.81,764.15469616
2022-07-30 01:15:00,1717.58,1722.46,1719.75,1722.46,627.08141168
2022-07-30 01:20:00,1719.58,1723.65,1722.46,1723.22,322.65728305
2022-07-30 01:25:00,1722.34,1728.42,1723.22,1727.16,311.31024509
2022-07-30 01:30:00,1722.45,1730.31,1727.13,1729.91,615.89238241
2022-07-30 01:35:00,1725.53,1730.11,1729.75,1727.11,401.8562013
2022-07-30 01:40:00,1724.05,1728.04,1727.56,1726.83,300.240338
2022-07-30 01:45:00,1695.25,1727.05,1726.66,1696.9,2700.53394945
2022-07-30 01:50:00,1686.38,1699.21,1697.0,1688.92,2770.47139793
2022-07-30 01:55:00,1687.6,1726.95,1688.92,1723.77,3519.79887618
2022-07-30 02:00:00,1717.56,1724.96,1723.94,1719.57,975.29066494
2022-07-30 02:05:00,1704.55,1720.11,1719.88,1707.27,1396.81226672
2022-07-30 02:10:00,1705.05,1713.05,1707.42,1710.84,588.05748207
2022-07-30 02:15:00,1708.25,1714.79,1711.23,1713.33,224.34761348
2022-07-30 02:20:00,1707.06,1715.4,1713.13,1707.76,1405.33998118
2022-07-30 02:25:00,1707.56,1713.35,1707.76,1711.04,535.47128893
2022-07-30 02:30:00,1699.9,1711.23,1711.16,1703.85,662.98389383
2022-07-30 02:35:00,1703.36,1714.95,1703.99,1711.66,869.25288268
2022-07-30 02:40:00,1711.75,1717.27,1711.91,1715.49,391.29649834
2022-07-30 02:45:00,1707.35,1717.74,1715.65,1712.21,419.28342793
2022-07-30 02:50:00,1704.7,1712.66,1712.5,1706.41,430.20230988
2022-07-30 02:55:00,1706.2,1715.04,1706.28,1714.51,443.16963907
2022-07-30 03:00:00,1706.15,1716.03,1714.16,1708.3,543.44296786
2022-07-30 03:05:00,1697.9,1709.05,1708.42,1704.17,1377.2222063
2022-07-30 03:10:00,1698.72,1704.67,1704.14,1700.49,318.7762577
2022-07-30 03:15:00,1697.84,1707.53,1700.36,1706.57,540.54940139
2022-07-30 03:20:00,1704.35,1707.54,1706.88,1706.15,175.50744168
2022-07-30 03:25:00,1705.76,1710.81,1706.26,1709.33,635.47256597
2022-07-30 03:30:00,1703.1,1710.78,1709.5,1710.7,513.21570221
2022-07-30 03:35:00,1704.8,1712.19,1710.56,1705.94,452.89534347
2022-07-30 03:40:00,1698.64,1706.15,1705.98,1699.97,459.127475
2022-07-30 03:45:00,1699.66,1708.12,1699.96,1706.76,307.39638717
2022-07-30 03:50:00,1703.85,1709.47,1706.83,1708.8,361.83418201
2022-07-30 03:55:00,1706.3,1709.88,1708.67,1707.89,384.0650653
2022-07-30 04:00:00,1700.42,1710.54,1707.75,1702.19,569.36487057
2022-07-30 04:05:00,1698.24,1705.98,1702.44,1702.0,455.7125579
2022-07-30 04:10:00,1698.88,1708.98,1701.99,1706.73,692.10545752
2022-07-30 04:15:00,1699.68,1706.82,1706.72,1699.85,443.03181415
2022-07-30 04:20:00,1692.6,1701.18,1699.85,1696.52,651.67535511
2022-07-30 04:25:00,1689.15,1697.25,1696.4,1696.47,782.00423337
2022-07-30 04:30:00,1693.84,1699.7,1696.52,1698.1,436.70561655
2022-07-30 04:35:00,1695.35,1699.3,1697.92,1697.51,387.22798344
2022-07-30 04:40:00,1695.86,1701.2,1697.32,1701.17,310.50825816
2022-07-30 04:45:00,1700.79,1707.22,1700.94,1706.12,399.0623724
2022-07-30 04:50:00,1701.93,1707.83,1706.33,1704.29,549.64777948
2022-07-30 04:55:00,1701.3,1704.75,1704.48,1702.57,201.61483432
2022-07-30 05:00:00,1702.3,1707.53,1702.47,1706.02,395.07643911
2022-07-30 05:05:00,1701.33,1706.3,1705.91,1704.68,235.61413671
2022-07-30 05:10:00,1703.89,1706.04,1704.61,1705.81,140.1406146
2022-07-30 05:15:00,1705.11,1709.48,1705.73,1708.04,254.06929575
2022-07-30 05:20:00,1707.07,1711.0,1708.36,1707.51,391.86999093
2022-07-30 05:25:00,1707.17,1710.38,1707.52,1707.87,220.81953732
2022-07-30 05:30:00,1707.75,1710.0,1708.07,1709.54,298.22537826
2022-07-30 05:35:00,1706.0,1711.79,1709.39,1706.0,386.26119122
